"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"sorF",22.2960108839223,-0.00956539459228099,0.874120481969441,-0.0109428789161074,0.991269020113308,0.993140516060659
"lacG_3",19.7530359052021,-0.0032740673745681,0.913314429045681,-0.00358481949966471,0.997139733994134,0.997766471727631
"punA",15846.7699232746,-0.00234425162667227,0.0926566259261522,-0.025300420808984,0.979815338282651,0.98476390059721
"folA_3",775.220108902153,0.000256841966201988,0.16676720572514,0.00154012274226928,0.998771160327999,0.998771160327999
"graS",4176.56457931013,0.000864042435795442,0.10570960545018,0.00817373626659362,0.993478374647151,0.994728032980041
"yxdL_2",508.492795255299,0.00350484562700867,0.196833562042435,0.0178061382959328,0.985793507885112,0.988899347544486
"murA1_2",9386.83555210881,0.00378810168074974,0.114609183493,0.03305233983262,0.973632849267001,0.979168348725879
"cspLA_2",62691.6760659938,0.00614843385274248,0.0866058460341383,0.0709932889555618,0.9434030966529,0.952376493260251
"panE",8555.12370244401,0.00923049858883297,0.0994904646395098,0.0927777211844213,0.926080150576169,0.938214105450319
"malL_1",403.162357537858,0.014421836692357,0.217157876347064,0.0664117596605516,0.947050008018137,0.955452226086739
"smc_1",13827.6972532918,0.0160194311139582,0.0930172604617232,0.172219984059305,0.8632645875987,0.884943479367116
"lexA",4514.44215425967,0.0168753691645823,0.106743837947993,0.158092209245878,0.874384139533569,0.894614106772135
"recG",13150.8309200382,0.0174697134087354,0.0922854330213085,0.189300877037676,0.849857007975634,0.874013150321194
"dut",3658.72323818805,0.0176196986395552,0.110856352161357,0.158941714173572,0.873714795253791,0.894504150510633
"mtlR_2",373.601071784565,0.0206192394569704,0.223295684292652,0.0923405193534629,0.926427496085366,0.938214105450319
"yfkJ",9005.96093246582,0.023643065968886,0.0952286056593544,0.248276931129921,0.803920146607176,0.832146211572577
"coaD",1594.57885975643,0.0239237036790473,0.133036207811277,0.179828514903139,0.857287196874149,0.880516914466868
"arcD1_2",8295.50191688595,0.0258664526070283,0.100578648870238,0.257176377865246,0.797042618590943,0.826639640909955
"atpB",11554.6782625023,0.0319981480281663,0.100491092039203,0.318417756030388,0.750168071281015,0.788295425398928
"dinB_5",106.479842926094,0.0334349748743759,0.409516222340239,0.0816450559230766,0.934928971423328,0.945620662329059
"frr",7617.40005723803,0.0342431757655454,0.11638967911231,0.294211445780365,0.768596335039014,0.802364174021056
"sdrD",2008.00595702574,0.0350577944915509,0.123867703494109,0.283026111751705,0.777156820723406,0.810238152319359
"ywiB",1168.97785692095,0.0356960631735004,0.146115806976138,0.244299805149279,0.806998634372589,0.834247938909846
"gmuE_1",276.484147451038,0.0366656910323253,0.284839463387406,0.128724055986781,0.89757599984383,0.913645135390906
"xre",2001.11026351891,0.0387178194125581,0.125841514404867,0.307671276809273,0.758332477972677,0.795076017215762
"mutS2_2",24029.9450382545,0.0390304143324635,0.091183153996827,0.428044135584756,0.668618987709006,0.717762257877773
"mleS",33.1734946517386,0.039366583927917,0.71699355969703,0.054905073268094,0.956214090094429,0.96286706605334
"sorB_1",160.894904543635,0.0412185689139626,0.337091872714013,0.122276958450826,0.90267967954298,0.918253066985574
"folA_1",2170.39136851464,0.0413536841013667,0.140382695637079,0.294578216451088,0.768316104880204,0.802364174021056
"araQ_4",36.5869782256484,0.0423940735575008,0.654043164163199,0.064818464407836,0.948318539893526,0.95612610228657
"manZ_2",3.26392586519147,0.0503620063048478,2.11312036479614,0.0238330040937854,0.980985814060953,0.985318243523682
"lacR_1",904.087809685325,0.0530329832657078,0.159022721201817,0.33349311887578,0.738762082808199,0.778880288629571
"ung",1036.9080679441,0.0531219349132961,0.155571484115259,0.341463187906206,0.732754913118737,0.773571499791134
"proC",2953.60196357407,0.0533882916383846,0.156049166804305,0.342124810607524,0.732256966680173,0.773558786300488
"phnW",43.5157751130906,0.0557469565432886,0.600142355157019,0.0928895553934086,0.925991303459505,0.938214105450319
"manZ_7",73.7188421055181,0.0559739646026905,0.471999888433973,0.11858893608726,0.905601031216315,0.920334432054952
"dps",37125.1617178862,0.0573613041898805,0.115425864509209,0.4969536458209,0.619221739950512,0.670157042828834
"smc_4",692.52210934815,0.0573760035311692,0.233824696105765,0.245380425963289,0.806161883616848,0.83392444361145
"xylB_1",1942.02712533951,0.0588953689576279,0.124068528903606,0.474700308596279,0.635000597953422,0.686300714149252
"uxaC",213.408507440494,0.0618286148510584,0.284163106653856,0.217581429127507,0.827755255251414,0.853488579248867
"macB",517.193105575287,0.0668144673660699,0.196341252559541,0.340297652658644,0.73363238469871,0.773984596713284
"atpA",37404.5741358709,0.0696818366656184,0.0893068826258524,0.780251584388491,0.43524280459998,0.491074801504726
"gmuC_2",66.7680318625776,0.0701426555497316,0.492392774223941,0.142452650041998,0.886722477655256,0.90433195671183
"srrA_1",4653.74071476899,0.0751240394469326,0.117380196639639,0.640006079369296,0.522168647046317,0.576086268952001
"afr_2",4701.319212691,0.0783144650804582,0.113210012360009,0.691762711158597,0.489086357388704,0.543732877767331
"priA",9035.22170444507,0.0784229584921966,0.101480109269983,0.772791427367859,0.439645827661762,0.495691329771619
"ssaB_1",4759.87533775407,0.0784633190995427,0.118296374031917,0.663277465109566,0.507152866406506,0.561075304599832
"ldtA",7801.66618688223,0.0789700788361593,0.0982877328633343,0.803458138015702,0.421709983326825,0.476481400607739
"graR",4411.24919847792,0.0802301576739976,0.114199365630344,0.70254468780236,0.482339543154232,0.536638905688974
"citS",42.4632657660254,0.0816784372525791,0.616249268249008,0.13254123203206,0.894556212234645,0.911153864285064
"desK",616.644880293371,0.0821369024674745,0.20872231615924,0.393522379297525,0.693933698244025,0.739452776174356
"ftsK_1",221.995033590922,0.0893405910508251,0.293235428883425,0.30467188562792,0.760616064208295,0.795076017215762
"bmr3",153.232579793613,0.0909470896650198,0.334553629626205,0.271846070737999,0.785740379334278,0.817046821619968
"nrdE1",30399.0089098706,0.0927578880008286,0.0957194574053261,0.969059901875993,0.332515302675673,0.385272461324361
"gtaB_2",5925.37064173977,0.0957476187401317,0.112818819994946,0.848684809364439,0.396056701137017,0.450051583304875
"tilS",4668.44601971759,0.100728334631259,0.118552829314733,0.849649352221246,0.395520064862392,0.449762816614949
"araR_1",1062.44354324607,0.101883847991914,0.150115922323382,0.67870114252394,0.497327242102131,0.551138689041272
"argR_2",2899.4467068505,0.102140302596194,0.116831056212632,0.874256434096595,0.381978618952047,0.436546993088054
"ssb_3",661.751024493979,0.102467842951763,0.18304521325749,0.559795261117379,0.575619096370496,0.629385715262246
"recX",1217.77881473923,0.102889464762997,0.143628115426056,0.716360194922752,0.473768966826996,0.528549541127245
"agaC",113.039274989779,0.108339167299175,0.402717832381343,0.269020039809376,0.787914261419814,0.81823842412286
"brnQ_2",202.458884989905,0.11144518056325,0.289690781378588,0.384703924760402,0.700456787052039,0.745904484941034
"ftsK_2",65.2478704501407,0.111755760731079,0.506378593139894,0.220696060704535,0.825329098942366,0.852090742876944
"soj_2",3191.38210989445,0.112860172863087,0.11977252246178,0.942287684548858,0.346045371668371,0.399205964997135
"menH_2",81.8503861053649,0.114678878433496,0.455907376715365,0.251539861582659,0.801396747532926,0.830073924575419
"rpsU",98043.4619851351,0.118917605961449,0.103167338947305,1.1526671829947,0.249047016178,0.293690999818798
"gatB_2",16639.212937469,0.119653690744827,0.109996142656915,1.08779897053331,0.276683864108182,0.323407277283573
"mntB_1",1472.46090647814,0.125400746652572,0.134940529548116,0.929303798291808,0.352731667339353,0.405743363008851
"dhaM",1327.33491022442,0.125950029982321,0.17342365397655,0.726256350240156,0.467681632895864,0.522490638294888
"dinB_1",2876.19386891017,0.127490679540771,0.11624551268858,1.09673635215766,0.272756660466947,0.319051141413211
"yjcD",5729.62139314682,0.128264768044964,0.0994523989367897,1.28971014692654,0.197151315204998,0.238499159427323
"iclR",599.481436541351,0.129995220400707,0.185046940827588,0.702498619103498,0.482368262588519,0.536638905688974
"clpX",44556.1768919408,0.130866909813523,0.0887271522102951,1.47493643775866,0.14022963289491,0.172124576382959
"dagK_2",29549.6313497487,0.131315091369672,0.11135439378339,1.17925379419792,0.238297131211475,0.283746471868862
"fldH_1",71.8623612820904,0.133607016922148,0.480100845013494,0.278289485031823,0.780790147173719,0.812961356638692
"rspR_2",340.143626287847,0.136259993026465,0.245720913711611,0.55453152508779,0.579215136853679,0.63244890114613
"resA",914.407564438033,0.136380804012666,0.159881544631633,0.853011548811887,0.393652899825822,0.448279983206515
"mtlF_2",208.255037738264,0.136800754457908,0.289132177566442,0.473142614596992,0.636111435542067,0.686811810040936
"araC_1",515.173384709027,0.136890069492498,0.194794607481375,0.702740549455849,0.482217452494387,0.536638905688974
"dgaE",285.079278502352,0.137358300676291,0.254583868140374,0.539540473163655,0.589513977993396,0.642372520852489
"mutY",3516.03835485616,0.139348289056012,0.10932778828939,1.27459167734335,0.202453804806832,0.244171558524604
"guaC",5350.54520927269,0.140550974413932,0.119453679927688,1.17661485605982,0.239349265480657,0.284786271035281
"ispE",7730.68425387515,0.14508330633149,0.098221567148887,1.47710233651199,0.139648207337831,0.171543168273014
"ecsA_2",3293.72791826479,0.146197568913406,0.125333832127387,1.16646532250617,0.243426361214229,0.288559595239149
"ybaK_2",162.415920179345,0.149735683773097,0.324242656388492,0.461801310909849,0.644223810727669,0.694383416843905
"araR_2",1678.37934000817,0.149895874806264,0.128513282032508,1.16638430235053,0.243459102380212,0.288559595239149
"rhaM",35.4996956272056,0.152260882841146,0.674608325422526,0.225702644191029,0.821432701384472,0.848618339133082
"galE",9613.20229829618,0.152412741641857,0.0948423865255131,1.6070108231709,0.108051993897783,0.134075428125698
"srlR",141.624738995436,0.153570545383831,0.357950958467921,0.429026775179298,0.667903739440673,0.717478241018591
"queT_1",1765.00214320197,0.162293533408568,0.140157389224792,1.15793776058623,0.246889436464232,0.291795087491505
"msmE",18.3356637130362,0.163639051517786,0.91743721912011,0.178365394500484,0.858436024674564,0.881128401858095
"nrdF",17858.1119362938,0.168225903245404,0.0905387695951165,1.85805378179646,0.0631613772553633,0.0810910585407568
"pepO",12882.6848448461,0.172385720472914,0.098565689173142,1.74894247601819,0.0803009633207495,0.100899079405393
"glnQ_1",8111.16776353189,0.173025737869333,0.101872532213253,1.69845329364281,0.0894222408372733,0.111918402054197
"mapP",134.051708272142,0.176365891196284,0.353425745209413,0.499018233920064,0.617766538631784,0.669036958844762
"yqfL",1119.26743174096,0.178386269068169,0.152376369105373,1.17069510262979,0.241721354455566,0.287179400218852
"gbuB",23475.8847148204,0.178550703870102,0.0962779422663977,1.85453385964626,0.0636628206292292,0.0815313336466235
"gbpA",1117.82111357815,0.180286946166975,0.207469183717897,0.868981807014377,0.384857081760828,0.439521143589124
"gmuF",8561.09120580525,0.181632535746925,0.0960310785377186,1.89139327093555,0.058571866173442,0.075503166759611
"lacF_4",76.2307117203504,0.182953464542246,0.464245185941316,0.394088016596844,0.693516057989025,0.739452776174356
"dgaR_3",213.757060424822,0.183100344160028,0.287255139020686,0.637413641351225,0.523855445103932,0.577547000419293
"rpsN2_2",216.297725691893,0.183646106170719,0.283220127866433,0.648421803754451,0.516712171776379,0.570857583253292
"argR_3",3646.3037165753,0.186154743960498,0.109118397553158,1.70598861543774,0.0880101992582419,0.110237794822282
"fpgS",5100.27083410414,0.186653816680527,0.104665167954978,1.7833422553797,0.074530606886733,0.0943185422604761
"era",12039.0564939187,0.186783553366789,0.0978714144876108,1.90845870926319,0.0563319550271723,0.0727335542605501
"corC_1",1874.36879010735,0.188775628665118,0.124769196768142,1.5129986691821,0.130279996899248,0.160406616445169
"ftsL_1",8065.66573040799,0.189859715203052,0.103729498589983,1.83033483998145,0.0671998847094424,0.0856542966032284
"tsaE",872.195836932985,0.193912352118517,0.189959746094328,1.02080759795408,0.307345603939282,0.357409935333336
"yoaB",482.979604116074,0.19465249484072,0.20529673893177,0.948151908566906,0.343052125633635,0.396039872377626
"tetR",989.134923273157,0.195564699023519,0.161926542398162,1.20773713887279,0.227148387740516,0.271282995711104
"pepQ",7910.56148706464,0.196647414668997,0.0996879697148123,1.9726293476692,0.0485378068437876,0.0631308729536845
"ntpA",20764.8029148338,0.198512517641776,0.0960869697039057,2.06596709474236,0.0388315867094237,0.0512178011942026
"oxyR",7826.41220084581,0.198904461746147,0.0958665539905187,2.0748055861674,0.0380045566572761,0.0502518722577937
"fbp",3552.37948918476,0.200549780677298,0.108159166268675,1.85420975027783,0.0637091576987435,0.0815313336466235
"sigA",26793.962311647,0.201092969452118,0.110475746181606,1.82024540591516,0.0687216412172788,0.0873143278674444
"gdpP",9552.90204166903,0.205499674540101,0.0961041159403787,2.13830253292782,0.0324921971251671,0.0431063148527216
"afr_1",2725.18097440745,0.208207964949154,0.114495746145881,1.81847773352098,0.0689911469376671,0.0875868468299569
"treP_1",52.8288933990233,0.211892652515755,0.579661032103767,0.365545794490845,0.714704029262459,0.759551945651425
"yjaB",158.868893914915,0.212606302544402,0.330757124782878,0.642786765920659,0.520362471539075,0.574491716151322
"cca",6368.51897263943,0.212760292736257,0.0982172648250295,2.1662209094835,0.0302943100618994,0.040257547260888
"pyrDA",12060.4809487726,0.213884816700366,0.0960324456280484,2.22721409729355,0.0259329684020642,0.0346062746823858
"bin3_7",64.3371835175011,0.214628826280257,0.502178279487118,0.427395678083609,0.669091154805633,0.717785120249709
"polA",10634.3622425078,0.214834266591608,0.0937510308793383,2.29154031242717,0.0219321831116786,0.0295148229195201
"purR_1",2572.45561135656,0.215824453844528,0.121064869513386,1.78271743662735,0.0746323114913384,0.0943722318460768
"maa",3607.97374431897,0.217162366395721,0.108665525087763,1.99844767897023,0.0456681469279693,0.0596420753973151
"xylG",12.2369824192245,0.217614621256063,1.12185159775794,0.193978082030613,0.846193043936737,0.870807579797857
"pgi",41065.4926396733,0.218365411574219,0.109295417478758,1.99793748550033,0.0457234380242785,0.0596653387988945
"smc_2",31032.2401488465,0.219489512520091,0.0875485021705492,2.50706188088191,0.0121739396858274,0.0168529669389889
"srrA_2",2568.49128129122,0.222256292270305,0.11972014636286,1.85646525687221,0.0633872707414852,0.0812500281968151
"bglH_1",619.134537015745,0.222454693760407,0.185018969191348,1.20233452133409,0.229233947078308,0.273568548537231
"rpmF_1",62.2910048041456,0.223360949052213,0.516801795016266,0.432198477648831,0.665597165711633,0.715483246328778
"iap_2",83.8437994235709,0.228694349279668,0.437394161022642,0.522856429415913,0.601074167113586,0.652290439021697
"ulaB_2",12.984817442771,0.231370459486326,1.11840045125305,0.206876221506438,0.83610652728705,0.860984211798825
"napA",1384.33875690191,0.231795637215481,0.142867553805911,1.62245122171253,0.10470676930894,0.130127382310564
"repN",382.195937994793,0.241373904992973,0.227167717735355,1.06253611824444,0.287992370248144,0.335885606912122
"bglF_3",166.605897342635,0.242612203402365,0.320372257975015,0.757282184593167,0.448880821882753,0.503962107501653
"mglA",35994.9551470694,0.244983666619522,0.1053740622112,2.32489534406013,0.0200775570062084,0.0270876870795626
"lipC",6696.70487278248,0.246069688266437,0.10383179509383,2.36988764418519,0.0177934915477152,0.0241906392348101
"rsuA",4518.47137882919,0.249191416078945,0.114162672166268,2.18277490663515,0.029052390477651,0.0386394366252468
"arlS",18659.6909534866,0.250941665230856,0.0960387126643953,2.61292200060786,0.00897717876265054,0.0125696293668774
"yugI_1",16585.6627554075,0.251117009738781,0.105657611171104,2.37670535000188,0.0174680353799357,0.0237888043839672
"tqsA_2",1358.01711931906,0.253359028075117,0.137161637593392,1.84715662863537,0.0647244431898647,0.0826976834335992
"opuBB",3727.5169928007,0.254924320097733,0.107196530292283,2.37810234531523,0.0174019951895016,0.0237316059110682
"htrA",13596.3818137162,0.256242504303595,0.0920798496570979,2.78282930801725,0.00538871482143666,0.00766651831611006
"dgaR_1",8689.90691791701,0.257420332278132,0.10905015561883,2.36056822493597,0.0182469616203381,0.0247648447566737
"trxA_1",4218.31788276788,0.25772388883057,0.10489042386182,2.45707738935339,0.0140072508358148,0.0192902623967277
"cah",4692.35258895808,0.258061637487065,0.103409529305047,2.49553053012948,0.0125768931872529,0.0173654934554264
"divIVA",35652.1335290686,0.259992439383319,0.0929532506711748,2.79702363829159,0.00515757596975183,0.00734424055800082
"yteP_1",20.2315093594441,0.263604214012273,0.859024629159919,0.306864559017434,0.758946466193047,0.795076017215762
"fieF",3390.98434172367,0.272080828647096,0.109776979452803,2.47848711089808,0.0131940878088438,0.0181861366161726
"hsdR",15896.6932549415,0.275065469272343,0.0917890170128263,2.99671440248571,0.00272906255088277,0.00394611042779779
"agaSK_3",844.309383647107,0.28402456446369,0.161754473971047,1.75589928050169,0.0791056078583014,0.0994756143052258
"yutF",5819.660429421,0.289103796274312,0.100978363377125,2.86302715359521,0.00419614601248695,0.00600203454795977
"ypwA",15466.175992331,0.290334552991976,0.0912306078715138,3.18242484365416,0.00146047414454259,0.00215085553941888
"pgsA1",1156.97752549686,0.293250319829899,0.157761296098911,1.85882296280097,0.0630522364943755,0.0810817128425248
"yteT",112.536430480915,0.293347997851387,0.399629512138171,0.734049886060373,0.462918334698463,0.517532295533675
"lacG_2",42.446384137852,0.297372603314412,0.646944575874846,0.459657000620622,0.645762438213616,0.695570907737535
"araA",73.6001413691147,0.298219368442753,0.488889511834444,0.609993385466083,0.541866189236323,0.59657743655894
"hupA",51325.1583231322,0.298304320738534,0.123124163652063,2.42279266628371,0.0154017141344079,0.0211193186063543
"rex_1",6742.39995113327,0.299294923921248,0.0995883890298481,3.00531946381365,0.00265302039513256,0.00383964406277366
"yfnB_1",1933.41560590588,0.299769984752821,0.128795335654903,2.3274910013514,0.0199391473788951,0.0269237681316378
"arlR_2",9624.38485592884,0.300375844249135,0.105992694590573,2.83392969118695,0.00459794469269275,0.00657085094323775
"mprF_1",10091.2792849548,0.301281993161263,0.0940522856299429,3.20334578945464,0.00135840768934736,0.00200610857276531
"immA",458.529660336925,0.302581021022133,0.203667353243416,1.48566285270325,0.137368321000001,0.168872870294982
"ntpJ_1",11276.9496763682,0.303839857720649,0.118377920828467,2.5666936502536,0.0102673277280035,0.0143005999501152
"kup",14461.4681830053,0.303913718110776,0.0908280548000894,3.34603354414761,0.000819764779511763,0.00123585750850637
"hemN",1724.92662272414,0.304904591521866,0.151520092078974,2.01230468737404,0.0441878286313989,0.0578036344956344
"dgaF",249.452006048951,0.309605917740869,0.269637538743025,1.14823002458844,0.25087361759448,0.295626054189795
"atpE_2",4674.98176772538,0.31041292066955,0.113928718083863,2.72462400955881,0.00643747501822847,0.00910165206840118
"lacD2",22.853528169987,0.311440350203138,0.858946651459498,0.362584043693456,0.716915631565277,0.760886456967947
"nfo_1",87.1653702889191,0.313910985665004,0.44132266769153,0.711295858214149,0.476900917631882,0.531671051029381
"clpE",23876.4372748264,0.31408589557716,0.0886521728429309,3.54290126801111,0.000395750837281344,0.000610499353635562
"mscL",4362.63053765268,0.319428585302564,0.10811086991329,2.95463893278041,0.00313035171966892,0.00450182469531429
"epsF",57.3096219095939,0.321284898495998,0.6024312498925,0.533313798965988,0.59381637716587,0.646137103043496
"ampH",1189.85704502812,0.321456965047019,0.143186725567108,2.24501931847279,0.0247668924092913,0.0331335232904133
"murA1_1",32666.8140854328,0.323119126305134,0.0915962955037575,3.52764404420568,0.000419275565979557,0.000645538395589414
"yabA",2971.36376907174,0.323392917774087,0.145728943821591,2.21913992713762,0.0264772064386687,0.0352733997074147
"atpC",14831.8840198552,0.323776139835608,0.0970707156076429,3.33546670392647,0.000851563508441547,0.00128015968407832
"nadE",10880.280563776,0.324844438314262,0.101339512740388,3.2055062189459,0.00134825133289338,0.00199295833051648
"yfbR",2978.4931643485,0.327402201934821,0.124686478532536,2.62580358181652,0.00864446843961389,0.0121144311231209
"copZ",313.279970325903,0.32898580766686,0.246482681089533,1.33472179957081,0.181967416015161,0.221477160776863
"hrtA_2",808.265266580028,0.330401599644186,0.171065674094194,1.93143131369685,0.053429735835705,0.0692108539059743
"cmtB_2",4.12655212701724,0.336318970975515,1.94761757199382,0.172682243070552,0.862901202078498,0.884943479367116
"yxdL_1",717.397339218224,0.336523940584832,0.184263074885288,1.82632326522464,0.0678015827986787,0.0863520958523972
"yitU",5665.89495057858,0.33743947291955,0.105827310316553,3.18858593221536,0.00142970508630872,0.00210749120129951
"miaA",2631.97883761404,0.34207561917498,0.116049016083916,2.94768220117972,0.00320166017386643,0.00460021931118714
"ricR",288.548615132953,0.346687867045816,0.260923095742279,1.32869750782142,0.183947787481884,0.223545708145923
"mepM_2",1114.92276514964,0.347538254122055,0.147743726648164,2.35230464268497,0.0186574873997805,0.0252574149153491
"nox_2",661.275851964099,0.350544179344569,0.176531550445661,1.98573104048317,0.0470631964201977,0.0612629670490227
"ugl_2",194.102395474884,0.351525772752545,0.317620486649315,1.10674779344654,0.268402985489957,0.314883974134128
"recA",30000.4875391088,0.3552090955668,0.0926302213381948,3.83469984671552,0.000125717720748274,0.000201960253714684
"yurK",217.728177353114,0.35587725088055,0.28523528475946,1.24766208774157,0.212154830753875,0.25471379378595
"ecfA2",7166.05480262455,0.357260411250279,0.0996045779656945,3.58678705885713,0.00033477748898973,0.000520983150021163
"uvrC_2",4458.07893954249,0.357772491410574,0.106943110722438,3.34544683611404,0.000821501063850238,0.00123730339985769
"mreC",11306.8965861428,0.359184141259504,0.0957939560835541,3.74954909416429,0.000177152814275443,0.000281745534791714
"yjhB_2",5756.94078909341,0.361172008664883,0.101319204132015,3.5646944896477,0.000364280250536062,0.000563590047476589
"rhaD",44.4695688125179,0.36237301252315,0.599280013673263,0.604680623840597,0.545391224946193,0.599629026322057
"bepA",11258.8872897974,0.362982850404386,0.0997843525028163,3.63767305494257,0.000275112340388456,0.000431506252116672
"mta",908.485091401958,0.36779034338573,0.163118291707559,2.25474616939411,0.0241492658783738,0.0323344249607831
"ftsL_3",69.8357702033296,0.374724547386332,0.491072979760818,0.763073031566195,0.445419842448304,0.500429350160691
"mnmA",12314.5126264446,0.376207688904384,0.0997871307468241,3.77010227760615,0.000163180659920146,0.000259783610592872
"lacF_6",15.0501910802328,0.377177546275548,1.00493555123753,0.375325109964588,0.70741869380433,0.752814545813164
"lytR_1",15693.9392240753,0.379563246193704,0.0902353234010138,4.20637098519491,2.59504115195975e-05,4.33050892444437e-05
"ugpB",19.2022393156933,0.380470067771414,0.909693859307059,0.418239679073166,0.675771887579116,0.723489472108912
"glnR",18576.5440458344,0.390092122318482,0.0902276954669972,4.32341888263307,1.53629641299353e-05,2.61022827052903e-05
"ltaS1_3",2417.27194240023,0.394194128282601,0.530479929465769,0.743089618262432,0.457427424627174,0.512112841073461
"nrnA",3799.49872323947,0.39691308612391,0.109753072501721,3.61641890360461,0.000298706841275982,0.000465760324496928
"dgkA",2396.40237701954,0.39757271189082,0.120754694529556,3.2923996324922,0.000993363471634459,0.00148213181522217
"msrA_2",4385.09700141325,0.398165235931764,0.108153586261426,3.68147973354605,0.000231884224237619,0.00036586688303894
"ytfQ",43.9510172878347,0.399125227922858,0.592960011987151,0.673106482484871,0.500879550110595,0.554520336422857
"ftsH",57446.9748675242,0.400007103017058,0.12658949342225,3.15987600710907,0.00157836293579523,0.00232232328446027
"licT_4",4313.21373798062,0.401512736254751,0.1105675762526,3.63137865424004,0.000281911203775424,0.000440552056710166
"ulaA_1",17.3670943177995,0.402172107623629,0.98821015716755,0.406970222585398,0.684029858732153,0.731761526274571
"pgmB",59.8998725611044,0.403076902295504,0.522491247874724,0.771451969645525,0.440439081115789,0.496234265489269
"ntpK",2132.20548240132,0.404336224186748,0.129514868705029,3.12192899726151,0.00179670265201385,0.00262899873346145
"fabG_2",3199.21136874569,0.405329451893715,0.114289095047697,3.54652779186463,0.000390343567587676,0.000602741958874471
"prs2",15330.4499738804,0.407818793680129,0.103056537177884,3.95723361999055,7.58227672347271e-05,0.000123425199834034
"spsB",2059.56812907116,0.410437083992602,0.121631914713707,3.37441932866612,0.000739715934196455,0.00111623485046517
"xerD_5",822.826865039214,0.411924065478527,0.175430524225269,2.34807521266698,0.0188707103187062,0.0255026917040579
"yfkN",2234.76559803896,0.416574319779311,0.120984224154675,3.44321189551732,0.000574848719295892,0.000873243474350248
"nhaC_5",895.190559441992,0.41743066722687,0.162038580814524,2.57611900282365,0.00999162517108509,0.0139532169055855
"bglK",344.268887200393,0.418389412915692,0.235432192557189,1.77711216283245,0.0755497873992366,0.0953052785575156
"licC_3",299.913354395426,0.418896278030247,0.248684628302459,1.68444781203272,0.0920951572546358,0.115173205301948
"pspB_3",2502.55457951624,0.421705451897543,0.117733834832314,3.58185437939883,0.000341163953110463,0.000529885866684739
"rspR_1",959.610834830532,0.423197541093125,0.169434756398577,2.49770206590671,0.0125001201782236,0.017274471635184
"smpB",2441.85462689681,0.424391585334712,0.129383433842352,3.28010760521175,0.00103767500802645,0.0015453494974538
"araQ_6",23.2609847785564,0.424592062307589,0.819706118577801,0.517980838113373,0.604471638815355,0.655530551085862
"pnp",45481.984455267,0.424904523682314,0.0866502344472331,4.90367425308083,9.40604249874933e-07,1.70357447758918e-06
"copA",3616.29906925507,0.426049779572946,0.115315361664568,3.69464894722571,0.000220190790024233,0.000348106988796999
"ecfA1",5665.85987108878,0.430329437678642,0.10892965221384,3.95052613253426,7.79795825717219e-05,0.000126806430494567
"adhR",300.304918738897,0.43206058388259,0.250268789642759,1.72638619661415,0.0842779574000629,0.105729320867534
"groL",53873.6393174152,0.432970950989862,0.0931517911951958,4.64801530313667,3.35144055348607e-06,5.86962966023083e-06
"gatC_1",37.7374415992286,0.437002682483687,0.640264181262181,0.682534952403873,0.494900749330708,0.549046684971768
"lacL",152.348974000533,0.437801084320614,0.34621379460511,1.26453968947127,0.206036384494191,0.247928891999057
"penA",15790.8175728425,0.438268176391594,0.0907117046073325,4.83144020155661,1.35548932275421e-06,2.43011148854133e-06
"srlE",37.7504203790987,0.448311644281767,0.649099216917276,0.690667362704432,0.489774604070105,0.544118052812008
"ntpG",3125.14098221957,0.451830892252129,0.111057092246555,4.06845599062714,4.73256972943579e-05,7.7994316866064e-05
"ndvA",595.644523286502,0.453857743054511,0.1865462745448,2.43294991637861,0.0149763722801792,0.0205715139517216
"lgt",2967.47529756863,0.45650829064728,0.119486970861244,3.820569618234,0.000133143814879482,0.000213244419806978
"patB",1890.44531766444,0.456526894618954,0.127866186006889,3.57034888484403,0.000356506076585927,0.000552098904596105
"xseB",1392.75221674962,0.456789837283952,0.150641524097046,3.03229697138274,0.00242700302137348,0.00352857425573203
"tlyA",5555.62051200694,0.456850556897287,0.104013316871635,4.39223140495651,1.12193191901839e-05,1.91643306338764e-05
"ywpJ_2",5621.22222450818,0.462263983241474,0.100899546499255,4.58142775938927,4.61812134720433e-06,8.00005351985777e-06
"rluD_3",9021.5722944548,0.469848323078494,0.109539757119345,4.28929491386939,1.79241237705356e-05,3.03566011092475e-05
"yacL",7803.75368496776,0.472965755518846,0.0959343832592782,4.93009637890286,8.21890587353088e-07,1.4919610205999e-06
"dgs",6479.98039142198,0.474370520790218,0.103336809773183,4.59052802028073,4.42126095598973e-06,7.67573330636385e-06
"sipV",6589.57422674197,0.474662463060825,0.101824246305364,4.66158582345254,3.13782168085205e-06,5.5076208554757e-06
"phnX_2",32.7189231609934,0.475373138687059,0.700662911498109,0.678461969209487,0.497478829241399,0.551138689041272
"tqsA_3",6718.65382215965,0.475971061702921,0.104966673030898,4.53449697851065,5.7740928548836e-06,9.98084237239381e-06
"msrC",2050.3976739639,0.478270478790145,0.12460173643401,3.83839336816498,0.000123841973496463,0.000199147900814513
"srlB",35.2100317496591,0.479754702530521,0.662995815644638,0.723616486273069,0.469301217165354,0.523932354647436
"rbn_1",5412.70304665588,0.486473095683856,0.105370774133993,4.61677442993104,3.89750510648945e-06,6.79608776509442e-06
