"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"yknY_2",5541.0486263161,0.489714687767169,0.100677933538213,4.8641710308972,1.14937496813747e-06,2.06524260640502e-06
"licT_2",98.444786593441,0.491389132129939,0.405438953052309,1.2119928991296,0.225515098802856,0.269534562533143
"dgaR_8",479.216379132158,0.493819464664836,0.204122832767427,2.41922698195887,0.0155535314928708,0.021290818690155
"norG",996.670508699403,0.494372859962472,0.163128263411394,3.03057759350819,0.00244086460797976,0.00354548946706549
"glpE_1",2880.35589959593,0.495200058724731,0.119940116076017,4.12872752608374,3.64776363969888e-05,6.05551586485988e-05
"mraZ",7758.89002540815,0.495499005285393,0.10596516363481,4.67605567989345,2.92445234142258e-06,5.1444509696627e-06
"pstS1_2",2431.48124236449,0.509555956597535,0.120056437462265,4.24430349066199,2.1927342346144e-05,3.69400307037684e-05
"ywnA",764.26830942375,0.510627228649347,0.166947234812716,3.05861447314283,0.00222363106237088,0.00323881120886957
"smc_3",1578.18850127705,0.511102776138738,0.131379063540794,3.89029090605473,0.000100124119133566,0.000161497059433269
"yjbM",2035.47451425208,0.511419668651763,0.124497932297933,4.10785672671171,3.99347692149061e-05,6.60188500416723e-05
"whiA",5080.66815837917,0.512322173806637,0.109840599046789,4.66423324574551,3.09769870853757e-06,5.44319684767307e-06
"pgl_2",2199.33576032297,0.512767192858222,0.128891318257178,3.97829116647788,6.94123389009159e-05,0.000113105878741308
"ktrA",11830.5749322831,0.513625853007811,0.0924390299292985,5.55637433020073,2.75435859081388e-08,5.2830588874406e-08
"rppH",669.968202090843,0.515686186544707,0.185428896539697,2.78104543664966,0.00541841529457578,0.00770189031157557
"phoR_3",3225.36245188662,0.518019141452255,0.110498858432116,4.6880044626931,2.75882003969531e-06,4.85845299025987e-06
"ypfD",48540.2237403754,0.520642025309928,0.0885799597832942,5.87765027872726,4.16130888845695e-09,8.40711135840541e-09
"Int-Tn_2",3207.66971354747,0.523473486920898,0.112347483257334,4.65941445009386,3.17110153937995e-06,5.55990490164414e-06
"ntpB",25056.5750665247,0.526578760135932,0.102294867454191,5.14765572546187,2.63762012543379e-07,4.88266423219837e-07
"ffh",10963.5757363704,0.526759496996384,0.0945951167212354,5.56856966040545,2.56838946221165e-08,4.94422735651868e-08
"birA",4409.39443351705,0.527338270835949,0.110233900156671,4.78381214931583,1.72001441551644e-06,3.062933947989e-06
"coaBC_1",2743.52202998362,0.528290977815128,0.120206393322505,4.39486589035046,1.10841161695595e-05,1.89537195939191e-05
"glnP_1",15892.6074952602,0.529617815736687,0.0905336328819423,5.84995651756646,4.91701537383689e-09,9.84748982143015e-09
"pgpH",17970.7925630828,0.532305558249543,0.0920064635922772,5.78552351070065,7.22868491508442e-09,1.43671240759231e-08
"ecsA_1",1721.47410295826,0.532467337852724,0.14663231133966,3.63130972285715,0.000281986523735967,0.000440552056710166
"crr_3",300.060559182511,0.540560344589019,0.249882529148078,2.16325785732979,0.0305213524758991,0.0405254321448135
"scrB_2",39.8504362387804,0.541858065476717,0.671945746867713,0.80640151084012,0.420011376074201,0.475366344051596
"soj_3",3875.7704315079,0.545711143186189,0.113423668081747,4.81126340221057,1.49979204178201e-06,2.68277407923254e-06
"lipO_2",128.547399889218,0.54760930283297,0.378824558377818,1.44554858105798,0.148303857572774,0.181615185581428
"rnj2",27421.0015912329,0.549538338201684,0.0909037092614459,6.04527958942985,1.49151124780708e-09,3.05203844024277e-09
"dgaR_2",20.4045278654395,0.55373102139817,0.887680141486366,0.623795661882197,0.532761788991403,0.58695970108949
"hprK",4469.04713832862,0.557412994972843,0.118293631675245,4.71211329873722,2.45161002965224e-06,4.32701016319995e-06
"artM_2",10511.5269800375,0.558617607242337,0.0950752260239843,5.87553278181444,4.21485544183388e-09,8.49373400430322e-09
"cysL",2581.21836617135,0.560907919676463,0.126568159909167,4.43166685901893,9.35074112150725e-06,1.60586622065151e-05
"ppnKA",3212.05977223787,0.560912682961274,0.114789663535137,4.8864389500504,1.02676145580563e-06,1.85119392711502e-06
"coaBC_2",1629.58364702737,0.562093637764597,0.133256461018611,4.2181342162921,2.46332182936403e-05,4.13047062935563e-05
"rhaB",173.085736238196,0.56531870476201,0.312600268226097,1.80843960233946,0.0705381089964267,0.0894794179460648
"bglC",3767.17881878964,0.573312737509633,0.112069556715046,5.11568667097852,3.12601614071894e-07,5.76664854695777e-07
"yehU_2",132.331335034252,0.57622568671959,0.353830504962528,1.62853591942451,0.103411299320968,0.128617803530454
"soxS",439.114794076904,0.576682017340791,0.211321498314494,2.72893208660937,0.00635397880454808,0.00899958563775849
"aes_1",78.8684854188329,0.577128722433531,0.457985644856211,1.26014587774847,0.207616742800457,0.249453475123266
"ybbH_1",1978.87191446772,0.578482083885064,0.129248412050796,4.4757384226718,7.61476683593742e-06,1.31056311381755e-05
"uvrC_1",928.668205268101,0.579676163133608,0.156857873076357,3.69555032058498,0.000219411016707831,0.000347219024452154
"cbh_3",6950.90913009504,0.582484904692384,0.09843678293542,5.91735007303648,3.27169856760917e-09,6.64355117300229e-09
"msrR_2",437.773788350114,0.585893848764736,0.207394760231462,2.82501760464368,0.00472780183531574,0.00675036818100687
"panT_2",1055.13482165516,0.589485551872324,0.150288478561153,3.92236023357213,8.76857600271559e-05,0.000142154511164188
"yigZ",1055.7761037647,0.589737868500202,0.170966083844746,3.44944362787032,0.000561743004663542,0.000854149821799769
"glnA",82738.3033167134,0.589948766576349,0.0868061622616172,6.79616229085622,1.07442741391082e-11,2.39900202376722e-11
"recN",20011.314773793,0.590539837779641,0.0891080537204278,6.62723304037626,3.42037435963513e-11,7.45922737060153e-11
"abfA_1",377.491091720034,0.591624018026843,0.227239621197669,2.60352492628126,0.00922705577801518,0.0129081483291741
"ecfT",3346.96450809261,0.592280812642709,0.108815242221434,5.4429949384981,5.23921361919705e-08,9.91775039448479e-08
"panT_1",3540.21501650616,0.595530086648969,0.110532359826314,5.38783472627166,7.13115815717984e-08,1.33719714796588e-07
"oatA",33931.4903488796,0.602068255369576,0.087216377417532,6.90315595759369,5.08597390777839e-12,1.15012364505443e-11
"vanH_2",6.49909027224991,0.602538191350297,1.97061423110305,0.305761615764353,0.759786155808218,0.795076017215762
"axe2",996.06750822774,0.603263166090104,0.154088197409486,3.91505109561989,9.03850646142891e-05,0.000146381508510629
"mtlA_2",561.289142259595,0.614310062394836,0.19498918704286,3.1504827098941,0.00163000904327938,0.00239609824275233
"dinB_3",1945.69421028351,0.614503762271862,0.146046089518532,4.20760161602196,2.58095354876334e-05,4.31151946446089e-05
"topB_1",13195.6057320394,0.615257681160372,0.0930717288517688,6.61057539975716,3.82829067040615e-11,8.33739910709521e-11
"mccF",564.010779990485,0.616253949848734,0.19618359120098,3.14121046554508,0.00168251076047349,0.00246871624946894
"manZ_5",13244.0287168362,0.617209931906956,0.104738297078221,5.89287728676753,3.79528257831517e-09,7.67736958662993e-09
"deoD",15065.5702719252,0.619492272632205,0.0946457197193302,6.54538075751651,5.93439927236514e-11,1.28363636434855e-10
"pinR",457.281019372404,0.621651614613327,0.206282669500531,3.01359108895829,0.00258175524963011,0.00374330997942726
"desR",445.517365296735,0.622555583542577,0.209442877308648,2.97243616752429,0.0029544663768565,0.00426042615213365
"smc_5",18399.3673465359,0.623178038264355,0.0947223469329261,6.57899702068863,4.73632261366962e-11,1.02727869222916e-10
"fepC",751.284379408087,0.623399787188807,0.168629154611048,3.69686836553685,0.000218275449088985,0.000345765686517078
"znuC_2",965.777036595415,0.630205748984184,0.155644485666693,4.04900788026469,5.14352130958682e-05,8.45044987085884e-05
"acpS",1021.92438391552,0.63140500752993,0.149588568693812,4.22094424088203,2.4328111359914e-05,4.0854803043231e-05
"fmnP",2100.23521450147,0.632499390408468,0.155739397076186,4.06126774780729,4.88069573110977e-05,8.03523020054472e-05
"sdhA",3502.63765754614,0.638745290009424,0.110840467200913,5.7627444753694,8.27570406773847e-09,1.63867175072632e-08
"addA",20395.5552365548,0.639120442718957,0.0896397626944765,7.12987655821113,1.00458980901805e-12,2.32795775248434e-12
"ntpC",11680.2258867578,0.639699214882402,0.100614932629107,6.35789537563478,2.04536697659957e-10,4.31859977022084e-10
"adaA",103.290863657976,0.640757415355533,0.398423060476682,1.60823375682351,0.107783992574813,0.133847204507881
"bglH_3",5171.40149735779,0.641146679511797,0.101412023602781,6.32219589684052,2.57872170524338e-10,5.40174336150981e-10
"mnmG_2",2370.55337697134,0.6442032756799,0.131442536836458,4.9010258869351,9.53374914738464e-07,1.72474189120868e-06
"catM",713.683852938093,0.64555842077095,0.196522614205365,3.28490654055896,0.00102016205018736,0.00152069099615943
"walK_1",3292.13003398015,0.648455803975244,0.117757535878925,5.50670323674205,3.65615820270333e-08,6.97047033718279e-08
"yvcJ",6571.33047038754,0.648567392255421,0.0983076547585906,6.59732341136687,4.18646871236883e-11,9.10499752744696e-11
"yvdM_1",1183.95119835542,0.649265748334465,0.155363590409027,4.17900839331234,2.92782881468853e-05,4.87053654439305e-05
"yteP_3",14.8827274125148,0.652984562579413,0.998727626248615,0.653816461483227,0.513230059656041,0.567404343730845
"exoA",2240.76722491648,0.655845682946657,0.125757454444632,5.21516347355304,1.83655197043953e-07,3.42364254910975e-07
"bin3_2",1315.71046548987,0.661526975067393,0.138083930037373,4.79076004635983,1.66150730878062e-06,2.96206006223824e-06
"nth",4062.57977818763,0.662446415919484,0.122924730555445,5.38904102474879,7.08346364783624e-08,1.32982006218812e-07
"sorC_1",31.2461705392489,0.663973421019375,0.729345980662415,0.910368245830784,0.362628338279323,0.416225172704169
"rsiV",665.244681575154,0.664116928883995,0.193398961369675,3.43392189999696,0.000594915580607093,0.000901147102118451
"sepF",21228.1405061731,0.669301368543439,0.0931874821359922,7.18230982533363,6.85433698824492e-13,1.60001532042315e-12
"ulaE",33.5815313812954,0.670131521980783,0.746926155499415,0.897185775389957,0.369619794254614,0.423334325506004
"gmuE_3",41.8361473729199,0.671280207016394,0.639511983321386,1.04967572856104,0.293867226558346,0.342236009276435
"agaSK_1",315.472182261186,0.672389763833298,0.245717961703609,2.73642903095685,0.00621099904605907,0.00880490692905258
"phaJ",5206.03140804636,0.674954529086995,0.114336100984212,5.90324948355723,3.56410667054184e-09,7.21890307824759e-09
"yjiA",1117.27239380422,0.675961797380864,0.152503743025791,4.43242758485308,9.31780018649763e-06,1.60193713789463e-05
"addB",17977.202504114,0.681304363391095,0.0923864516434881,7.37450514952338,1.64956603050728e-13,3.89630433318633e-13
"yhaM",7512.09268618003,0.685385016259905,0.0978600996058715,7.00372285558948,2.49248933194066e-12,5.70121123053092e-12
"alr",6586.54894674534,0.685907463487724,0.101607197217043,6.7505795088763,1.4725579668372e-11,3.26505889025740e-11
"manR_3",2229.38778010762,0.688159221275216,0.122461126173556,5.61940954470672,1.91611165014272e-08,3.71552953352889e-08
"fsaA",27.9035377031197,0.690220598442098,0.839591521926147,0.822090957825099,0.41102513133807,0.466394874618822
"secG",4066.61961522784,0.690958667742083,0.138828003504144,4.97708423590098,6.45492354269028e-07,1.17711778693733e-06
"secA",34703.0941863123,0.69229538521071,0.0894414590419257,7.74020675228695,9.92552769599714e-15,2.45745569082853e-14
"gno",462.175707423218,0.692582746787439,0.211960723743279,3.26750510451303,0.00108499909819061,0.00161280911701162
"clsA_2",2853.82196817985,0.694671618619284,0.112534400425287,6.17297125140398,6.70184018424946e-10,1.38562721731495e-09
"yvbK",815.030405928573,0.694983293106296,0.182923801238204,3.79930489308653,0.000145102492974732,0.000231698263606594
"ntpD",14590.809307429,0.697221025801426,0.0946308381241556,7.36779933077072,1.73467630224931e-13,4.09126618249022e-13
"soj_5",1169.14572612392,0.698615250896826,0.152543377079594,4.57978094016042,4.65463181637452e-06,8.05453679529156e-06
"rnr",16847.8538843182,0.700505980089569,0.0958371180783296,7.3093389506666,2.68459798438484e-13,6.31296896771147e-13
"yvoA_1",1606.18178041567,0.702930850361938,0.135456848968141,5.18933413641759,2.11047394775642e-07,3.92050703013794e-07
"pepF1_2",20522.2219385777,0.705443144423516,0.0986786119897108,7.14889610017085,8.74785081674659e-13,2.03307715332271e-12
"fruA_4",51.4337764291086,0.705723212137324,0.577018082565336,1.22305215982103,0.221309996175272,0.265098412997666
"ysdC",8571.13454882966,0.707576566350693,0.0951044967017825,7.43999065122471,1.00692425933965e-13,2.40333346457079e-13
"ybeY",3428.76766248913,0.71298765090575,0.111478617996545,6.39573456972573,1.5977734931865e-10,3.38702450220095e-10
"pepT",2112.56190329817,0.715200109561057,0.124721586763608,5.73437307943025,9.78736826716302e-09,1.93079185642175e-08
"sdhB",2778.96703663997,0.715224022348673,0.121704004047847,5.87675013607185,4.18398999927533e-09,8.44222063225136e-09
"iscU",4265.68427969403,0.720451179141013,0.113421766946004,6.35196575172376,2.12580659584334e-10,4.47065270882774e-10
"hssR",637.039920512045,0.723333021137934,0.185612742082591,3.89700089025179,9.73912612734044e-05,0.000157248365058073
"ndoA",1627.39906863612,0.723682454392901,0.145921336880472,4.95940120796515,7.07107960124619e-07,1.28653242573531e-06
"dinG_1",5214.91873638124,0.723927209475964,0.100697396554556,7.18913531278592,6.52029306763547e-13,1.52427409158233e-12
"aroD",1704.13858170233,0.725115045039632,0.133201791257481,5.44373343777319,5.21752802797615e-08,9.88845788159289e-08
"secE",228.125792566138,0.726662144315394,0.296430298037488,2.45137608782317,0.0142311175334403,0.0195647142601355
"qorB",290.491996399121,0.728510406554527,0.246430065529639,2.95625618971767,0.00311398318144942,0.00448233383803569
"mshD_2",1667.33632771441,0.72884512052507,0.154117501008423,4.72915221020379,2.25459313214544e-06,3.98369840885188e-06
"natA_2",4872.05600178761,0.730069846235633,0.104258457847205,7.00249995358249,2.51434968891924e-12,5.74296227368641e-12
"nadR",3950.47151991303,0.73613666559586,0.107431631903637,6.85214077596952,7.27529064824807e-12,1.63822669193931e-11
"ubiE_2",3499.95734368059,0.737150224012766,0.109051382747512,6.75965957918664,1.38316340079159e-11,3.07971487281149e-11
"feuC",476.365053680849,0.743983759786633,0.201809724635359,3.68656050213092,0.000227305419999343,0.000358998242697375
"opuCA_2",2672.42904177467,0.747038313371331,0.115353210361988,6.4760946923546,9.41269894461723e-11,2.01141164024572e-10
"sorA_4",18.5411263268257,0.747511914791272,0.926565456928746,0.806755647106707,0.419807276921906,0.475366344051596
"hdhA",22.8310114465592,0.751159865691239,0.832040207952106,0.902792747889026,0.366635900802551,0.420219117406524
"ftsE",8592.70091704054,0.752321529434206,0.101432976059915,7.41693242826496,1.19864059845454e-13,2.85237045252559e-13
"ntpJ_2",1351.79756174486,0.753697794910233,0.138520539309962,5.44105443614909,5.29661247759897e-08,1.00144977011135e-07
"lplJ",10118.6420373975,0.757622693285981,0.0938028733012045,8.07675358571615,6.65137617467273e-16,1.69423853921264e-15
"agaS",3304.0772896903,0.757880756639437,0.112723013384156,6.72338978427239,1.77544792947038e-11,3.90942337996798e-11
"pgdA",914.926321488046,0.763190762865234,0.160879396935569,4.74386886949165,2.09674605242549e-06,3.71717117534675e-06
"dgaR_7",206.704593337272,0.763795107873795,0.298024511569992,2.56286002735186,0.0103813891974941,0.0144468283237855
"ltrA_6",3.83801316003155,0.764023578291116,1.9202660913236,0.397873806001798,0.690723209247228,0.737553821812825
